pm2_5, pm10 , carbon_monoxide, nitrogen_dioxide, sulphur_dioxide, ozone, ammonia, datetime
 13.9,  21.6,           333.0,             15.8,            42.9,  72.0,        , 2024-09-26 09:00:00
 14.7,  23.1,           328.0,             15.1,            43.8,  71.0,        , 2024-09-26 10:00:00
 14.9,  23.5,           322.0,             14.5,            43.7,  72.0,        , 2024-09-26 11:00:00
 15.0,  24.0,           311.0,             14.1,            41.7,  76.0,        , 2024-09-26 12:00:00
 14.8,  23.9,           297.0,             13.8,            38.6,  81.0,        , 2024-09-26 13:00:00
 15.7,  25.8,           290.0,             14.0,            36.2,  84.0,        , 2024-09-26 14:00:00
 15.9,  26.5,           296.0,             15.3,            35.6,  83.0,        , 2024-09-26 15:00:00
 15.9,  26.7,           307.0,             17.2,            35.7,  80.0,        , 2024-09-26 16:00:00
 18.9,  31.5,           333.0,             19.4,            34.7,  69.0,        , 2024-09-26 17:00:00
 20.7,  34.8,           331.0,             18.9,            34.7,  69.0,        , 2024-09-26 18:00:00
 21.0,  35.6,           328.0,             18.1,            34.6,  69.0,        , 2024-09-26 19:00:00
 19.4,  32.8,           324.0,             17.4,            34.1,  69.0,        , 2024-09-26 20:00:00
 18.9,  32.0,           319.0,             16.8,            32.8,  68.0,        , 2024-09-26 21:00:00
 18.7,  31.7,           313.0,             16.1,            31.2,  66.0,        , 2024-09-26 22:00:00
 18.4,  30.4,           310.0,             15.8,            30.3,  65.0,        , 2024-09-26 23:00:00
 18.6,  30.6,           313.0,             15.8,            30.6,  64.0,        , 2024-09-27 00:00:00
 18.9,  31.1,           319.0,             16.1,            31.7,  64.0,        , 2024-09-27 01:00:00
 19.2,  31.8,           324.0,             16.5,            32.9,  63.0,        , 2024-09-27 02:00:00
 19.0,  31.3,           325.0,             16.9,            33.4,  63.0,        , 2024-09-27 03:00:00
 18.5,  30.3,           326.0,             17.4,            34.1,  62.0,        , 2024-09-27 04:00:00
 19.4,  31.9,           339.0,             18.3,            36.9,  60.0,        , 2024-09-27 05:00:00
 21.3,  34.8,           348.0,             19.0,            40.5,  61.0,        , 2024-09-27 06:00:00
 20.8,  34.6,           358.0,             19.9,            45.2,  63.0,        , 2024-09-27 07:00:00
 18.9,  31.4,           352.0,             19.4,            46.2,  65.0,        , 2024-09-27 08:00:00
 17.9,  29.6,           312.0,             16.2,            39.8,  68.0,        , 2024-09-27 09:00:00
 13.3,  22.3,           255.0,             11.5,            29.7,  72.0,        , 2024-09-27 10:00:00
 11.8,  19.8,           214.0,              8.1,            22.4,  74.0,        , 2024-09-27 11:00:00
 11.4,  18.9,           201.0,              6.8,            20.6,  75.0,        , 2024-09-27 12:00:00
 10.5,  17.3,           204.0,              6.6,            21.7,  75.0,        , 2024-09-27 13:00:00
  9.1,  15.2,           213.0,              7.5,            23.6,  74.0,        , 2024-09-27 14:00:00
  9.8,  16.1,           229.0,             10.0,            26.3,  73.0,        , 2024-09-27 15:00:00
 10.1,  16.5,           251.0,             13.6,            29.9,  71.0,        , 2024-09-27 16:00:00
 15.1,  25.1,           267.0,             15.4,            30.9,  68.0,        , 2024-09-27 17:00:00
 16.5,  27.6,           278.0,             15.9,            31.9,  67.0,        , 2024-09-27 18:00:00
 18.1,  30.3,           293.0,             16.5,            33.3,  66.0,        , 2024-09-27 19:00:00
 19.6,  33.1,           306.0,             17.1,            34.4,  65.0,        , 2024-09-27 20:00:00
 21.0,  35.6,           315.0,             17.4,            34.9,  63.0,        , 2024-09-27 21:00:00
 22.2,  37.7,           323.0,             17.7,            35.1,  60.0,        , 2024-09-27 22:00:00
 21.7,  36.8,           328.0,             17.8,            35.3,  58.0,        , 2024-09-27 23:00:00
 21.8,  37.0,           328.0,             17.6,            35.4,  57.0,        , 2024-09-28 00:00:00
 21.7,  36.4,           325.0,             17.3,            35.5,  56.0,        , 2024-09-28 01:00:00
 21.6,  36.2,           327.0,             17.4,            36.1,  54.0,        , 2024-09-28 02:00:00
 21.1,  35.3,           338.0,             18.5,            37.2,  51.0,        , 2024-09-28 03:00:00
 21.4,  35.4,           354.0,             19.9,            38.7,  47.0,        , 2024-09-28 04:00:00
 21.4,  35.9,           341.0,             17.5,            33.2,  50.0,        , 2024-09-28 05:00:00
 23.2,  38.3,           352.0,             18.0,            40.5,  54.0,        , 2024-09-28 06:00:00
 25.5,  42.3,           366.0,             18.5,            50.3,  58.0,        , 2024-09-28 07:00:00
 22.4,  38.5,           364.0,             18.0,            55.0,  63.0,        , 2024-09-28 08:00:00
 18.0,  31.8,           332.0,             15.3,            49.8,  67.0,        , 2024-09-28 09:00:00
